input,normalized,detected_label,detected_category,method,score,gt_label,gt_category,correct_label,correct_category
i want to flykite,i want to flykite,kite,game,fuzzy,0.9714285714285714,kite,game,1,1
its my legos,its my legos,legos,game,tfidf,1.0000000000000002,legos,game,1,1
its my legso,its my legs,legs,body,direct,1.0,legos,game,0,0
its my lego,its my legos,legos,game,tfidf,1.0000000000000002,legos,game,1,1
can you play with me,can you play with me,play with me,game,direct,1.0,play with me,game,1,1
can you ply with me,can you play with me,play with me,game,direct,1.0,play with me,game,1,1
can you play wiht me,can you play with me,play with me,game,direct,1.0,play with me,game,1,1
shall we play cards,shall we play cards,playing cards,game,tfidf,1.0000000000000002,playing cards,game,1,1
shll we play cards,shall we play cards,playing cards,game,tfidf,1.0000000000000002,playing cards,game,1,1
shall we play a puzzle,shall we play a puzzle,puzzle,game,tfidf,1.0000000000000002,puzzle,game,1,1
shall we ply a puzzle,shall we play a puzzle,puzzle,game,tfidf,1.0000000000000002,puzzle,game,1,1
shall we plya a puzzle,shall we play a puzzle,puzzle,game,tfidf,1.0000000000000002,puzzle,game,1,1
i love racquet sports,i love racquet sports,racquet sports,game,direct,1.0,racquet sports,game,1,1
i love rcqt sports,i love rcqt sports,sports,game,direct,1.0,racquet sports,game,0,1
i like to watch rollerskating,i like to watch rollerskating,rollerskating,game,direct,1.0,rollerskating,game,1,1
i like to watch rollerskating,i like to watch rollerskating,rollerskating,game,direct,1.0,rollerskating,game,1,1
i liketo watch rollerskating,i like watch rollerskating,rollerskating,game,direct,1.0,rollerskating,game,1,1
i want to play scrabble,i want to play scrabble,scrabble,game,tfidf,1.0000000000000002,scrabble,game,1,1
i want to playscrabble,i want to scrabble,scrabble,game,direct,1.0,scrabble,game,1,1
i want t play scrabble,i want t play scrabble,scrabble,game,direct,1.0,scrabble,game,1,1
i want to play seesasw,i want to play seesasw,see-saw,game,tfidf,1.0000000000000002,see-saw,game,1,1
i wan to play seesasw,i want to play seesasw,see-saw,game,tfidf,1.0000000000000002,see-saw,game,1,1
i want to playseesasw,i want to seesasw,see-saw,game,fuzzy,0.8717948717948718,see-saw,game,1,1
where is the ball pit,where is the ball pit,ball pit,game,direct,1.0,ball pit,game,1,1
where is the ballpit,where is the ball pit,ball pit,game,direct,1.0,ball pit,game,1,1
where is the ball ipt,where is the ball it,ball pit,game,fuzzy,0.975609756097561,ball pit,game,1,1
shall we play snake & ladder,shall we play snake & ladder,snake,animals,direct,1.0,snakes & ladders,game,0,0
shall we play snake & ladder,shall we play snake & ladder,snake,animals,direct,1.0,snakes & ladders,game,0,0
shall w play snake & ladder,shall w play snake & ladder,snake,animals,direct,1.0,snakes & ladders,game,0,0
i want to go snowboarding,i want to go snowboarding,snowboarding,game,tfidf,1.0000000000000002,snowboarding,game,1,1
i want to go snwbrdng,i want to go snowboarding,snowboarding,game,tfidf,1.0000000000000002,snowboarding,game,1,1
i wnt to go snowboarding,i want to go snowboarding,snowboarding,game,tfidf,1.0000000000000002,snowboarding,game,1,1
i like soccer,i like soccer,soccer,game,tfidf,1.0000000000000002,soccer,game,1,1
i like soccer,i like soccer,soccer,game,tfidf,1.0000000000000002,soccer,game,1,1
i lik soccer,i like soccer,soccer,game,tfidf,1.0000000000000002,soccer,game,1,1
i like softball,i like softball,softball,game,tfidf,1.0000000000000002,softball,game,1,1
i likesoftball,i softball,softball,game,direct,1.0,softball,game,1,1
i like softball,i like softball,softball,game,tfidf,1.0000000000000002,softball,game,1,1
i like sports,i like sports,sports,game,tfidf,1.0000000000000002,sports,game,1,1
i likesports,i sports,sports,game,direct,1.0,sports,game,1,1
ilike sports,like sports,sports,game,tfidf,1.0000000000000002,sports,game,1,1
i have allergy,i have allergy,allergy,health,tfidf,1.0000000000000002,allergy,health,1,1
i have allegry,i have allergy,allergy,health,tfidf,1.0000000000000002,allergy,health,1,1
i have allergy,i have allergy,allergy,health,tfidf,1.0000000000000002,allergy,health,1,1
my ankle aches,my ankle aches,ankle,health,tfidf,1.0000000000000002,ankle,health,1,1
myankle aches,ankle aches,ankle,health,direct,1.0,ankle,health,1,1
my nkl aches,my ankle aches,ankle,health,tfidf,1.0000000000000002,ankle,health,1,1
put bandage,put bandage,bandage,health,tfidf,1.0000000000000002,bandage,health,1,1
pt bandage,put bandage,bandage,health,tfidf,1.0000000000000002,bandage,health,1,1
put bndg,put bndg,bandage,health,fuzzy,0.8421052631578947,bandage,health,1,1
my shoulder aches,my shoulder aches,shoulder,health,tfidf,1.0000000000000002,shoulder,health,1,1
my shoulder ache,my shoulder aches,shoulder,health,tfidf,1.0000000000000002,shoulder,health,1,1
my shoulder aches,my shoulder aches,shoulder,health,tfidf,1.0000000000000002,shoulder,health,1,1
i am sick,i am sick,sick,health,direct,1.0,sick,health,1,1
i am sic,i am sick,sick,health,direct,1.0,sick,health,1,1
iam sick,am sick,sick,health,direct,1.0,sick,health,1,1
my stomach aches,my stomach aches,stomach,health,tfidf,1.0000000000000002,stomach,health,1,1
my sotmach aches,my stomach aches,stomach,health,tfidf,1.0000000000000002,stomach,health,1,1
my stomach achse,my stomach aches,stomach,health,tfidf,1.0000000000000002,stomach,health,1,1
i want to change my footwear,i want to change my footwear,change footwear,help,tfidf,1.0000000000000002,change footwear,help,1,1
i want to change my footwear,i want to change my footwear,change footwear,help,tfidf,1.0000000000000002,change footwear,help,1,1
i want to hcange my footwear,i want to change my footwear,change footwear,help,tfidf,1.0000000000000002,change footwear,help,1,1
i want to change my frock,i want to change my frock,change,help,direct,1.0,change frock,help,0,1
i want to change myfrock,i want to change frock,change frock,help,direct,1.0,change frock,help,1,1
i want to change m frock,i want to change m frock,change,help,direct,1.0,change frock,help,0,1
i want to change my innerwear,i want to change my innerwear,change innerwear,help,tfidf,1.0000000000000002,change innerwear,help,1,1
i want to change my innerwear,i want to change my innerwear,change innerwear,help,tfidf,1.0000000000000002,change innerwear,help,1,1
i want to chng my innerwear,i want to change my innerwear,change innerwear,help,tfidf,1.0000000000000002,change innerwear,help,1,1
i want to change my jeans,i want to change my jeans,change jeans,help,tfidf,1.0000000000000002,change jeans,help,1,1
i want tochange my jeans,i want change my jeans,change,help,direct,1.0,change jeans,help,0,1
iwant to change my jeans,want to change my jeans,change jeans,help,tfidf,1.0000000000000002,change jeans,help,1,1
i want to change my leggins,i want to change my leggins,change leggings,help,tfidf,1.0000000000000002,change leggings,help,1,1
i want to change myleggins,i want to change leggins,change,help,direct,1.0,change leggings,help,0,1
iwant to change my leggins,want to change my leggins,change leggings,help,tfidf,1.0000000000000002,change leggings,help,1,1
can you change music,can you change music,change music,help,tfidf,1.0000000000000002,change music,help,1,1
can you change msc,can you change music,change music,help,tfidf,1.0000000000000002,change music,help,1,1
can yo change music,can you change music,change music,help,tfidf,1.0000000000000002,change music,help,1,1
i want to change my pants,i want to change my pants,change,help,direct,1.0,change pants,help,0,1
i want to changemy pants,i want to change pants,change pants,help,direct,1.0,change pants,help,1,1
i want to change my pant,i want to change my pants,change,help,direct,1.0,change pants,help,0,1
i want to change my shoe,i want to change my shoe,change,help,direct,1.0,change shoes,help,0,1
i wnt to change my shoe,i want to change my shoe,change,help,direct,1.0,change shoes,help,0,1
 want to change my shoe,want to change my shoe,change,help,direct,1.0,change shoes,help,0,1
i want to change my shorts,i want to change my shorts,change,help,direct,1.0,change shorts,help,0,1
i want to change my shorts,i want to change my shorts,change,help,direct,1.0,change shorts,help,0,1
iwant to change my shorts,want to change my shorts,change,help,direct,1.0,change shorts,help,0,1
i want to change my skirts,i want to change my skirts,change,help,direct,1.0,change skirt,help,0,1
i want to change my skirts,i want to change my skirts,change,help,direct,1.0,change skirt,help,0,1
i want to change the slacks,i want to change the slacks,change,help,direct,1.0,change slacks,help,0,1
i want to change hte slacks,i want to change white slacks,change,help,direct,1.0,change slacks,help,0,1
i want to change the slacks,i want to change the slacks,change,help,direct,1.0,change slacks,help,0,1
i want to change my socks,i want to change my socks,change,help,direct,1.0,change socks,help,0,1
i want to change my socks,i want to change my socks,change,help,direct,1.0,change socks,help,0,1
i want to changemy socks,i want to change socks,change socks,help,direct,1.0,change socks,help,1,1
i want to change my t-shirt,i want to change my t-shirt,change,help,direct,1.0,change t-shirt,help,0,1
i want t change my t-shirt,i want t change my t-shirt,change,help,direct,1.0,change t-shirt,help,0,1
 want to change my t-shirt,want to change my t-shirt,change,help,direct,1.0,change t-shirt,help,0,1
i want to change,i want to change,change,help,tfidf,1.0000000000000002,change,help,1,1
i wan to change,i want to change,change,help,tfidf,1.0000000000000002,change,help,1,1
i wantto change,i want change,change,help,direct,1.0,change,help,1,1
can you comb my hair,can you comb my hair,comb hair,help,tfidf,1.0000000000000004,comb hair,help,1,1
can you combmy hair,can you comb hair,hair,body,direct,1.0,comb hair,help,0,0
can youcomb my hair,can youcomb my hair,hair,body,direct,1.0,comb hair,help,0,0
can you cut my nails,can you cut my nails,cut nails,help,tfidf,1.0000000000000002,cut nails,help,1,1
can you cut my nials,can you cut my nails,cut nails,help,tfidf,1.0000000000000002,cut nails,help,1,1
can you cut my naisl,can you cut my nails,cut nails,help,tfidf,1.0000000000000002,cut nails,help,1,1
take me to doctor,take me to doctor,doctor,help,direct,1.0,doctor,help,1,1
take me todoctor,take me doctor,doctor,help,direct,1.0,doctor,help,1,1
take m to doctor,take m to doctor,doctor,help,direct,1.0,doctor,help,1,1
i want to draw,i want to draw,draw,help,direct,1.0,draw,help,1,1
i wantto draw,i want draw,draw,help,direct,1.0,draw,help,1,1
i wan to draw,i want to draw,draw,help,direct,1.0,draw,help,1,1
take my dress,take my dress,dress,help,tfidf,1.0000000000000002,dress,help,1,1
take m dress,take m dress,dress,help,direct,1.0,dress,help,1,1
take mydress,take dress,dress,help,direct,1.0,dress,help,1,1
i have an emergency,i have an emergency,emergency,help,direct,1.0,emergency,help,1,1
 have an emergency,have an emergency,emergency,help,direct,1.0,emergency,help,1,1
i have an eemrgency,i have an emergency,emergency,help,direct,1.0,emergency,help,1,1
i want to wash my face,i want to wash my face,face wash,help,fuzzy,1.0,face wash,help,1,1
i want to wash my fc,i want to wash my fc,face wash,help,fuzzy,0.9523809523809523,face wash,help,1,1
i want to wash my fcae,i want to wash my face,face wash,help,fuzzy,1.0,face wash,help,1,1
get me a glass,get me a glass,glass,help,tfidf,1.0000000000000002,glass,help,1,1
get m a glass,get m a glass,glass,help,direct,1.0,glass,help,1,1
ge me a glass,gve me a glass,glass,help,direct,1.0,glass,help,1,1
i want my gloves,i want my gloves,gloves,help,direct,1.0,gloves,help,1,1
i want my glvs,i want my gloves,gloves,help,direct,1.0,gloves,help,1,1
i want my gloves,i want my gloves,gloves,help,direct,1.0,gloves,help,1,1
can you hepl me do this,can you hepl me do this,help me do this,help,fuzzy,1.0,help me do this,help,1,1
can you hepl me d this,can you hepl me d this,help me do this,help,fuzzy,0.9777777777777777,help me do this,help,1,1
can you hepl medo this,can you hepl medu this,help me do this,help,fuzzy,0.9333333333333333,help me do this,help,1,1
can you help put on clothes,can you help put on clothes,help put on clothes,help,tfidf,1.0000000000000002,help put on clothes,help,1,1
can you hlp put on clothes,can you help put on clothes,help put on clothes,help,tfidf,1.0000000000000002,help put on clothes,help,1,1
can you help me remove clothes,can you help me remove clothes,help,help,direct,1.0,help remove clothes,help,0,1
cn you help me remove clothes,can you help me remove clothes,help,help,direct,1.0,help remove clothes,help,0,1
help me pls,help me pls,help,help,direct,1.0,help,help,1,1
hlep me pls,hepl me pls,help,help,fuzzy,0.9090909090909091,help,help,1,1
help m pls,help m pls,help,help,direct,1.0,help,help,1,1
i need help,i need help,help,help,direct,1.0,i need help,help,0,1
ineed help,need help,help,help,direct,1.0,i need help,help,0,1
i nd help,i and help,help,help,direct,1.0,i need help,help,0,1
i want my jacket,i want my jacket,jacket,help,direct,1.0,jacket,help,1,1
i watn my jacket,i what my jacket,jacket,help,direct,1.0,jacket,help,1,1
i want my jacke,i want my jacket,jacket,help,direct,1.0,jacket,help,1,1
i want leggings,i want leggings,leggings,help,direct,1.0,leggings,help,1,1
i watn leggings,i what leggings,leggings,help,direct,1.0,leggings,help,1,1
i wantleggings,i leggings,leggings,help,direct,1.0,leggings,help,1,1
i want my lunch box,i want my lunch box,lunch box,help,tfidf,1.0000000000000002,lunch box,help,1,1
i want my lnuch box,i want my lunch box,lunch box,help,tfidf,1.0000000000000002,lunch box,help,1,1
i wnt my lunch box,i want my lunch box,lunch box,help,tfidf,1.0000000000000002,lunch box,help,1,1
can you bring my medicine,can you bring my medicine,medicine,help,tfidf,1.0000000000000002,medicine,help,1,1
can you bring mymedicine,can you bring medicine,medicine,help,direct,1.0,medicine,help,1,1
can you brng my medicine,can you bring my medicine,medicine,help,tfidf,1.0000000000000002,medicine,help,1,1
microwave it,microwave it,microwave,help,tfidf,1.0000000000000002,microwave,help,1,1
microwave it,microwave it,microwave,help,tfidf,1.0000000000000002,microwave,help,1,1
micorwave it,microwave it,microwave,help,tfidf,1.0000000000000002,microwave,help,1,1
my clothes are loose,my clothes are loose,my clothes are loose,help,direct,1.0,my clothes are loose,help,1,1
my clothes are loos,my clothes are loose,my clothes are loose,help,direct,1.0,my clothes are loose,help,1,1
m clothes are loose,m clothes are loose,my clothes are loose,help,fuzzy,0.9743589743589743,my clothes are loose,help,1,1
my clothes are tight,my clothes are tight,my clothes are tight,help,direct,1.0,my clothes are tight,help,1,1
my clothes ar tight,my clothes ear tight,my clothes are tight,help,fuzzy,0.95,my clothes are tight,help,1,1
my clths are tight,my clothes are tight,my clothes are tight,help,direct,1.0,my clothes are tight,help,1,1
switch to next channel,switch to next channel,next channel,help,direct,1.0,next channel,help,1,1
switch to next chnnl,switch to next channel,next channel,help,direct,1.0,next channel,help,1,1
switch to nxt channel,switch to next channel,next channel,help,direct,1.0,next channel,help,1,1
i want to see nurse,i want to see nurse,nurse,help,direct,1.0,nurse,help,1,1
i want tosee nurse,i want see nurse,nurse,help,direct,1.0,nurse,help,1,1
i want to ese nurse,i want to these nurse,nurse,help,direct,1.0,nurse,help,1,1
where is my pants,where is my pants,pants,help,direct,1.0,pants,help,1,1
where is my apnts,where is my pants,pants,help,direct,1.0,pants,help,1,1
wehre is my pants,where is my pants,pants,help,direct,1.0,pants,help,1,1
please come here,please come here,please come here,help,tfidf,1.0000000000000002,please come here,help,1,1
pleas come here,please come here,please come here,help,tfidf,1.0000000000000002,please come here,help,1,1
please com here,please come here,please come here,help,tfidf,1.0000000000000002,please come here,help,1,1
please give me,please give me,please give me,help,tfidf,1.0000000000000002,please give me,help,1,1
pleasegive me,please give me me,please give me,help,direct,1.0,please give me,help,1,1
please give m,please give m,please,help,direct,1.0,please give me,help,0,1
please share,please share,please share,help,tfidf,1.0000000000000002,please share,help,1,1
pleas share,please share,please share,help,tfidf,1.0000000000000002,please share,help,1,1
please shr,please shirt,please,help,direct,1.0,please share,help,0,1
please show me,please show me,please show me,help,tfidf,1.0000000000000002,please show me,help,1,1
please show m,please show m,please,help,direct,1.0,please show me,help,0,1
please sho me,please show me,please show me,help,tfidf,1.0000000000000002,please show me,help,1,1
please slow down,please slow down,please slow down,help,direct,1.0,please slow down,help,1,1
please slw down,please slow down,please slow down,help,direct,1.0,please slow down,help,1,1
please take me,please take me,please take me,help,direct,1.0,please take me,help,1,1
please tak me,please take me,please take me,help,direct,1.0,please take me,help,1,1
pleasetake me,please take me me,please take me,help,direct,1.0,please take me,help,1,1
please tell me again,please tell me again,please tell me again,help,tfidf,1.0000000000000002,please tell me again,help,1,1
please tellme again,please tell again,please,help,direct,1.0,please tell me again,help,0,1
please tell me gn,please tell me gn,please,help,direct,1.0,please tell me again,help,0,1
please,please,please,help,direct,1.0,please,help,1,1
pleaes,please,please,help,direct,1.0,please,help,1,1
pls,pls,please,help,fuzzy,0.6666666666666666,please,help,1,1
can you change to previous channel,can you change to previous channel,change,help,direct,1.0,previous channel,help,0,1
can you change to previous channel,can you change to previous channel,change,help,direct,1.0,previous channel,help,0,1
can you change to previous hcannel,can you change to previous channel,change,help,direct,1.0,previous channel,help,0,1
where is my raincoat,where is my raincoat,raincoat,help,direct,1.0,raincoat,help,1,1
where is m raincoat,where is m raincoat,raincoat,help,direct,1.0,raincoat,help,1,1
whereis my raincoat,where my raincoat,raincoat,help,direct,1.0,raincoat,help,1,1
can you read this for me,can you read this for me,read,help,tfidf,1.0000000000000002,read,help,1,1
cn you read this for me,can you read this for me,read,help,tfidf,1.0000000000000002,read,help,1,1
canyou read this for me,canyou read this for me,read,help,direct,1.0,read,help,1,1
i want to request you,i want to request you,requests,help,tfidf,1.0000000000000002,requests,help,1,1
i want to request you,i want to request you,requests,help,tfidf,1.0000000000000002,requests,help,1,1
i wnt to request you,i want to request you,requests,help,tfidf,1.0000000000000002,requests,help,1,1
i want to wear salwar kameez,i want to wear salwar kameez,salwar kameez,help,direct,1.0,salwar kameez,help,1,1
i want to wea salwar kameez,i want to wear salwar kameez,salwar kameez,help,direct,1.0,salwar kameez,help,1,1
iwant to wear salwar kameez,want to wear salwar kameez,salwar kameez,help,direct,1.0,salwar kameez,help,1,1
i need sanitary napkins,i need sanitary napkins,sanitary napkins,help,tfidf,1.0000000000000002,sanitary napkins,help,1,1
i need sanitary napkin,i need sanitary napkins,sanitary napkins,help,tfidf,1.0000000000000002,sanitary napkins,help,1,1
i need sanitary npkns,i need sanitary napkins,sanitary napkins,help,tfidf,1.0000000000000002,sanitary napkins,help,1,1
can you seal it,can you seal it,seal,help,tfidf,1.0000000000000002,seal,help,1,1
canyou seal it,canyou seal it,seal,help,direct,1.0,seal,help,1,1
can y seal it,can y seal it,seal,help,direct,1.0,seal,help,1,1
take me to bathroom,take me to bathroom,bathroom,help,direct,1.0,bathroom,help,1,1
take me to bthrm,take me to bathroom,bathroom,help,direct,1.0,bathroom,help,1,1
taek me to bathroom,take me to bathroom,bathroom,help,direct,1.0,bathroom,help,1,1
take me to bedroom,take me to bedroom,bedroom,help,direct,1.0,bedroom,help,1,1
take me to bdrm,take me to bdrm,bedroom,help,fuzzy,0.9090909090909091,bedroom,help,1,1
take me t bedroom,take me t bedroom,bedroom,help,direct,1.0,bedroom,help,1,1
there is my frock,there is my frock,frock,help,tfidf,1.0000000000000002,frock,help,1,1
three is my frock,these is my frock,frock,help,direct,1.0,frock,help,1,1
there is my frck,there is my frock,frock,help,tfidf,1.0000000000000002,frock,help,1,1
help me with my shirt,help me with my shirt,help,help,direct,1.0,shirt,help,0,1
helpme with my shirt,help with my shirt,help,help,direct,1.0,shirt,help,0,1
help me wth my shirt,help me with my shirt,help,help,direct,1.0,shirt,help,0,1
help me with my shoes,help me with my shoes,shoes,help,tfidf,1.0000000000000002,shoes,help,1,1
help me with my shoes,help me with my shoes,shoes,help,tfidf,1.0000000000000002,shoes,help,1,1
help me with my shs,help me with my shoes,shoes,help,tfidf,1.0000000000000002,shoes,help,1,1
i want to wear shorts,i want to wear shorts,shorts,help,tfidf,1.0000000000000002,shorts,help,1,1
i want t wear shorts,i want t wear shorts,shorts,help,direct,1.0,shorts,help,1,1
i want to wea shorts,i want to wear shorts,shorts,help,tfidf,1.0000000000000002,shorts,help,1,1
i want to wear socks,i want to wear socks,socks,help,tfidf,1.0000000000000002,socks,help,1,1
i wan to wear socks,i want to wear socks,socks,help,tfidf,1.0000000000000002,socks,help,1,1
i want to wear socks,i want to wear socks,socks,help,tfidf,1.0000000000000002,socks,help,1,1
make me sit in sofa,make me sit in sofa,sofa,help,tfidf,1.0000000000000002,sofa,help,1,1
make me sit in sof,make me sit in soft,sofa,help,fuzzy,0.9473684210526315,sofa,help,1,1
mak me sit in sofa,make me sit in sofa,sofa,help,tfidf,1.0000000000000002,sofa,help,1,1
where is my spectacles,where is my spectacles,spectacles,help,direct,1.0,spectacles,help,1,1
whereis my spectacles,where my spectacles,spectacles,help,direct,1.0,spectacles,help,1,1
where is my spectacle,where is my spectacles,spectacles,help,direct,1.0,spectacles,help,1,1
give me apple juice,give me apple juice,apple juice,juice,tfidf,1.0000000000000002,apple juice,juice,1,1
giv me apple juice,give me apple juice,apple juice,juice,tfidf,1.0000000000000002,apple juice,juice,1,1
give me paple juice,give me paper juice,apple juice,juice,fuzzy,0.8947368421052632,apple juice,juice,1,1
make me banana milkshake,make me banana milkshake,banana milkshake,juice,tfidf,1.0000000000000002,banana milkshake,juice,1,1
make me banana miklshake,make me banana milkshake,banana milkshake,juice,tfidf,1.0000000000000002,banana milkshake,juice,1,1
make me banana milkshak,make me banana milkshake,banana milkshake,juice,tfidf,1.0000000000000002,banana milkshake,juice,1,1
i want chikoo milkshake,i want chikoo milkshake,milkshake,drinks,direct,1.0,chikoo milkshake,juice,0,0
i want chikoo milskhake,i want chikoo milkshake,milkshake,drinks,direct,1.0,chikoo milkshake,juice,0,0
i wantchikoo milkshake,i chikoo milkshake,milkshake,drinks,direct,1.0,chikoo milkshake,juice,0,0
i like chocolate milkshake,i like chocolate milkshake,milkshake,drinks,direct,1.0,chocolate milkshake,juice,0,0
i like chocolate mlkshk,i like chocolate milkshake,milkshake,drinks,direct,1.0,chocolate milkshake,juice,0,0
i liek chocolate milkshake,i line chocolate milkshake,milkshake,drinks,direct,1.0,chocolate milkshake,juice,0,0
i want some lemon juice,i want some lemon juice,lemon juice,juice,direct,1.0,lemon juice,juice,1,1
i want somelemon juice,i want somelemon juice,lemon juice,juice,fuzzy,0.9777777777777777,lemon juice,juice,1,1
i wnt some lemon juice,i want some lemon juice,lemon juice,juice,direct,1.0,lemon juice,juice,1,1
i want mango juice,i want mango juice,mango,fruits,direct,1.0,mango juice,juice,0,0
 want mango juice,want mango juice,mango,fruits,direct,1.0,mango juice,juice,0,0
i want mang juice,i want mango juice,mango,fruits,direct,1.0,mango juice,juice,0,0
i want mango milkshake,i want mango milkshake,milkshake,drinks,direct,1.0,mango milkshake,juice,0,0
 want mango milkshake,want mango milkshake,milkshake,drinks,direct,1.0,mango milkshake,juice,0,0
i want mang milkshake,i want mango milkshake,milkshake,drinks,direct,1.0,mango milkshake,juice,0,0
i want orange juice,i want orange juice,orange juice,juice,tfidf,1.0000000000000002,orange juice,juice,1,1
i want orangejuice,i want orange juice,orange juice,juice,tfidf,1.0000000000000002,orange juice,juice,1,1
i want orange juiec,i want orange juice,orange juice,juice,tfidf,1.0000000000000002,orange juice,juice,1,1
i want pineapple juice,i want pineapple juice,pineapple juice,juice,tfidf,1.0000000000000002,pineapple juice,juice,1,1
i want pineapplejuice,i want pineapple juice,pineapple juice,juice,tfidf,1.0000000000000002,pineapple juice,juice,1,1
i want pineapple ujice,i want pineapple juice,pineapple juice,juice,tfidf,1.0000000000000002,pineapple juice,juice,1,1
it is 10 rupees,it is 10 rupees,inr 10,money,fuzzy,1.0,inr 10,money,1,1
it is 1 rupees,it is 1 rupees,inr 10,money,fuzzy,0.9655172413793104,inr 10,money,1,1
it is 10 rupees,it is 10 rupees,inr 10,money,fuzzy,1.0,inr 10,money,1,1
it is 100 rupees,it is 100 rupees,inr 100,money,fuzzy,1.0,inr 100,money,1,1
itis 100 rupees,its 100 rupees,inr 100,money,fuzzy,0.9333333333333333,inr 100,money,1,1
it i 100 rupees,it i 100 rupees,inr 100,money,fuzzy,0.967741935483871,inr 100,money,1,1
it is 20 rupees,it is 20 rupees,inr 20,money,fuzzy,1.0,inr 20,money,1,1
it is 20 rupee,it is 20 rupees,inr 20,money,fuzzy,1.0,inr 20,money,1,1
i is 20 rupees,i is 20 rupees,inr 20,money,fuzzy,0.9655172413793104,inr 20,money,1,1
it is 200 rupees,it is 200 rupees,inr 200,money,fuzzy,1.0,inr 200,money,1,1
it is200 rupees,it 200 rupees,inr 200,money,tfidf,0.9507575802079824,inr 200,money,1,1
it is 200 rupees,it is 200 rupees,inr 200,money,fuzzy,1.0,inr 200,money,1,1
it is 2000 rupees,it is 2000 rupees,inr 2000,money,fuzzy,1.0,inr 2000,money,1,1
it is 2000 rupees,it is 2000 rupees,inr 2000,money,fuzzy,1.0,inr 2000,money,1,1
it is 2000 rupee,it is 2000 rupees,inr 2000,money,fuzzy,1.0,inr 2000,money,1,1
it is 50 rupees,it is 50 rupees,inr 50,money,fuzzy,1.0,inr 50,money,1,1
it is 50rupees,it is rupees,inr 10,money,fuzzy,0.8888888888888888,inr 50,money,0,1
it i 50 rupees,it i 50 rupees,inr 50,money,fuzzy,0.9655172413793104,inr 50,money,1,1
it is 500 rupees,it is 500 rupees,inr 500,money,fuzzy,1.0,inr 500,money,1,1
it is 500 rps,it is 500 rps,inr 500,money,fuzzy,0.896551724137931,inr 500,money,1,1
it is 500 rupee,it is 500 rupees,inr 500,money,fuzzy,1.0,inr 500,money,1,1
no biting please,no biting please,no biting please,no,tfidf,1.0000000000000002,no biting please,no,1,1
no btng please,no biting please,no biting please,no,tfidf,1.0000000000000002,no biting please,no,1,1
no biting pelase,no biting please,no biting please,no,tfidf,1.0000000000000002,no biting please,no,1,1
no hands in underpants,no hands in underpants,no hands in underpants,no,tfidf,1.0000000000000002,no hands in underpants,no,1,1
no hands inunderpants,no hands underpants,hands,body,direct,1.0,no hands in underpants,no,0,0
n hands in underpants,n hands in underpants,hands,body,direct,1.0,no hands in underpants,no,0,0
no hitting please,no hitting please,no hitting please,no,tfidf,1.0000000000000002,no hitting please,no,1,1
no hittin please,no hitting please,no hitting please,no,tfidf,1.0000000000000002,no hitting please,no,1,1
no hitting please,no hitting please,no hitting please,no,tfidf,1.0000000000000002,no hitting please,no,1,1
no inappropriate touch please,no inappropriate touch please,no inappropriate touch please,no,tfidf,1.0000000000000002,no inappropriate touch please,no,1,1
no inappropriate touch pls,no inappropriate touch pls,no inappropriate touch please,no,fuzzy,0.9454545454545454,no inappropriate touch please,no,1,1
no npprprt touch please,no npprprt touch please,please,help,direct,1.0,no inappropriate touch please,no,0,0
no kicking please,no kicking please,no kicking please,no,tfidf,1.0000000000000002,no kicking please,no,1,1
no kicking pls,no kicking pls,no kicking please,no,fuzzy,0.9032258064516129,no kicking please,no,1,1
no kickingplease,no no kicking please,please,help,direct,1.0,no kicking please,no,0,0
no picking nose please,no picking nose please,nose,body,direct,1.0,no picking nose please,no,0,0
no picking nose pls,no picking nose pls,nose,body,direct,1.0,no picking nose please,no,0,0
no pickin nose please,no picking nose please,nose,body,direct,1.0,no picking nose please,no,0,0
no pinching please,no pinching please,no pinching please,no,tfidf,1.0000000000000002,no pinching please,no,1,1
no pnchng please,no pinching please,no pinching please,no,tfidf,1.0000000000000002,no pinching please,no,1,1
no pushing please,no pushing please,no pushing please,no,tfidf,1.0000000000000002,no pushing please,no,1,1
no pushing plesae,no pushing please,no pushing please,no,tfidf,1.0000000000000002,no pushing please,no,1,1
no pushin please,no pushing please,no pushing please,no,tfidf,1.0000000000000002,no pushing please,no,1,1
no spitting please,no spitting please,no spitting please,no,tfidf,1.0000000000000002,no spitting please,no,1,1
no spitting please,no spitting please,no spitting please,no,tfidf,1.0000000000000002,no spitting please,no,1,1
no spitting pls,no spitting pls,no spitting please,no,fuzzy,0.9090909090909091,no spitting please,no,1,1
no talking while eating please!,no talking while eating please!,eating,action,direct,1.0,no talking while eating please!,no,0,0
no talking whiel eating please!,no talking white eating please!,eating,action,direct,1.0,no talking while eating please!,no,0,0
no talking while eating pleaes!,no talking while eating please!,eating,action,direct,1.0,no talking while eating please!,no,0,0
stranger,stranger,stranger,no,direct,1.0,stranger,no,1,1
strange,stranger,stranger,no,direct,1.0,stranger,no,1,1
strngr,stranger,stranger,no,direct,1.0,stranger,no,1,1
strangers- beware!,strangers- beware!,strangers- beware!,no,tfidf,1.0000000000000002,strangers- beware!,no,1,1
strangers-beware!,strangers- beware!,strangers- beware!,no,tfidf,1.0000000000000002,strangers- beware!,no,1,1
switch on the air conditioner,switch on the air conditioner,air conditioner,object,tfidf,1.0000000000000002,air conditioner,object,1,1
