input,normalized,correct_label,time_context,location_context
i want som rotti,i want some rotti,roti,afternoon,hospital
give me energy drink,give me energy drink,energy drink,morning,home
i feel cold,i feel cold,shawl,afternoon,hospital
i am hungry,i am hungry,dinner,night,community
i wan to eat,i wan to eat,snack,afternoon,hospital
i wan a drink,i wan a drink,coca-cola,evening,restaurant
i am hungry,i am hungry,lunch,midday,school
lets g to clothes shop,lets g to clothes shop,clothes shop,midday,school
i wnat coca-cola,i what coca-cola,coca-cola,midday,school
i wnat pineapple,i what pineapple,pineapple,afternoon,hospital
i want fud,i want fud,lunch,midday,school
i lkie chicken wings,i line chicken wings,chicken wings,night,community
i need medicine,i need medicine,syrup,night,community
i am hungry,i am hungry,breakfast,morning,home
i need medicine,i need medicine,syrup,evening,restaurant
give me some chutney,give me some chutney,chutney,night,community
hw,how,how,afternoon,hospital
i want to eat,i want to eat,dinner,night,community
give me a crayon,give me a crayon,crayon,evening,restaurant
i am hungry,i am hungry,lunch,midday,school
i want oatmeal,i want oatmeal,oatmeal,afternoon,hospital
this ismy favorite book,this ismy favorite book,favorite book,afternoon,hospital
i feel cold,i feel cold,coat,night,community
i wnt pudding,i want pudding,pudding,midday,school
can you comb m hair,can you comb m hair,comb hair,night,community
i love glb jamun,i love gulab jamun,gulab jamun,midday,school
giv me museli,give me museli,muesli,evening,restaurant
lets go to fun zone,lets go to fun zone,fun zone,night,community
there is the skpng rope,there is the skiping rope,skipping rope,morning,home
give me some biscuit,give me some biscuit,biscuits,midday,school
take me to play room,take me to play room,play room,midday,school
i want to sleap,i want to sleap,rest,evening,restaurant
thereis the hippopotamus,there's the hippopotamus,hippopotamus,night,community
take me to bedroo,take me to bedroom,bedroom,afternoon,hospital
there is the lamp,there is the lamp,lamp,evening,restaurant
i want fud,i want fud,tiffin,evening,restaurant
i am sorry,i am sorry,i am sorry,afternoon,hospital
this is my father,this is my father,father,evening,restaurant
i ws scolded,i was scolded,i was scolded,afternoon,hospital
its a cck,its a cck,cuckoo,midday,school
add som salt,add some salt,salt,evening,restaurant
i want a drnk,i want a drnk,juice,midday,school
take me to the shop,take me to the shop,shop,morning,home
my ankle aches,my ankle aches,ankle,midday,school
it is 50 rupees,it is 50 rupees,inr 50,evening,restaurant
letsgo to fun zone,lets to fun zone,fun zone,midday,school
i am thirsty,i am thirsty,juice,evening,restaurant
i need medicine,i need medicine,syrup,evening,restaurant
my mouth,my mouth,mouth,night,community
i am thirsty,i am thirsty,water,afternoon,hospital
i want to sleep,i want to sleep,sleep,night,community
i wan to eat,i wan to eat,tiffin,evening,restaurant
i want to dosome exercise,i want to some exercise,exercises,afternoon,hospital
add some chilli flake,add some chilli flakes,chilli flakes,midday,school
i want a drink,i want a drink,soda,night,community
give me maaza,give me maaza,maaza,night,community
happ eid,happy eid,eid,morning,home
give me smoe berries,give me some berries,berries,midday,school
i am hungry,i am hungry,breakfast,morning,home
i am thirsty,i am thirsty,water bottle,midday,school
i am inpain,i am pain,i am in pain,night,community
t??s a crow,its a crow,crow,afternoon,hospital
i want manog milkshake,i want mango milkshake,mango milkshake,evening,restaurant
can you change to previous channel,can you change to previous channel,previous channel,night,community
i want roast lamb,i want roast lamb,roast lamb,morning,home
 like basket ball,like basket ball,basketball,morning,home
hello grandm,hello grandma,grandmother,morning,home
i wantto watch cricket,i want watch cricket,cricket,midday,school
my eblow,my blow,elbow,morning,home
its the school bsu,its the school bsu,school bus,afternoon,hospital
switc on the air conditioner,switch on the air conditioner,air conditioner,afternoon,hospital
i am thirsty,i am thirsty,water,afternoon,hospital
i need medicine,i need medicine,syrup,evening,restaurant
give me smoe berries,give me some berries,berries,afternoon,hospital
microwave it,microwave it,microwave,night,community
i need medicine,i need medicine,syrup,evening,restaurant
there s the dove,there s the dove,dove,night,community
i want ice cream,i want ice cream,icecream,evening,restaurant
please give me,please give me,please give me,midday,school
there is the picture book,there is the picture book,picture book,midday,school
give me maaza,give me maaza,maaza,midday,school
i am thirsty,i am thirsty,soda,night,community
i feel pain,i feel pain,nurse,midday,school
take me torelatives house,take me relatives house,relative's house,morning,home
lets go to fun zone,lets go to fun zone,fun zone,morning,home
i want to sleap,i want to sleap,nap,afternoon,hospital
take al the books,take dal the books,books,evening,restaurant
i wan a drink,i wan a drink,coca-cola,evening,restaurant
i wan to eat,i wan to eat,breakfast,morning,home
my hat,my hat,hat,night,community
draw a slanting line,draw a slanting line,slanting line,evening,restaurant
i want t brush my teeth,i want t brush my teeth,brush teeth,afternoon,hospital
i want to seemy school,i want to see school,school,morning,home
i want food,i want food,tiffin,evening,restaurant
by,bye,bye,midday,school
i want fud,i want fud,snack,afternoon,hospital
i want to request yuo,i want to request yuo,requests,night,community
hav a good day,have a good day,day,evening,restaurant
take me to th shop,take me to the shop,shop,midday,school
there is th lock and key,there is the lock and key,lock and key,night,community
i need medicin,i need medicin,tablet,midday,school
i wan to eat,i wan to eat,tiffin,evening,restaurant
i wnt pomegranate,i want pomegranate,pomegranate,afternoon,hospital
lets go to clothes shop,lets go to clothes shop,clothes shop,evening,restaurant
i want som rotti,i want some rotti,roti,evening,restaurant
iwant fish,want fish,fish,midday,school
i want hamburger,i want hamburger,hamburger,night,community
i feel cold,i feel cold,coat,night,community
its rde,its ride,red,night,community
i want a drnk,i want a drnk,coca-cola,evening,restaurant
happy halloween,happy halloween,halloween,morning,home
i am hungry,i am hungry,lunch,midday,school
i feel cold,i feel cold,sweater,evening,restaurant
i need computer,i need computer,computer,night,community
hppy new year,happy new year,new year,evening,restaurant
can you help me remove clothes,can you help me remove clothes,help remove clothes,midday,school
i want a drnk,i want a drnk,water,morning,home
can we plya indoor games,can we play indoor games,indoor games,midday,school
i feel cold,i feel cold,blanket,morning,home
i want to wr salwar kameez,i want to wr salwar kameez,salwar kameez,evening,restaurant
give me a cup,give me a cup,cup,midday,school
i need some chikoo,i need some chikoo,chikoo,morning,home
i want cfofee,i want coffee,coffee,midday,school
i want food,i want food,snack,afternoon,hospital
be safet,be safety,safety,midday,school
there is an ant,there is an ant,ant,evening,restaurant
i am thirsty,i am thirsty,water,afternoon,hospital
i likecheese,i cheese,cheese,night,community
i wan to eat,i wan to eat,tiffin,evening,restaurant
take me tobathroom,take me bathroom,bathroom,midday,school
happy dwl,happy dwl,diwali,midday,school
shall we go in ship,shall we go in ship,ship,evening,restaurant
i want brownie,i want brownie,brownie,night,community
i need medicine,i need medicine,capsule,afternoon,hospital
there's the pengiun,there's the penguin,penguin,midday,school
lets go to grocery sho,lets go to grocery show,grocery shop,midday,school
take me to hospital,take me to hospital,hospital,night,community
give m banana,give m banana,banana,afternoon,hospital
my stomach aches,my stomach aches,stomach,night,community
can you mk me poached eggs,can you mk me poached eggs,poached eggs,evening,restaurant
i am thirsty,i am thirsty,water bottle,midday,school
i wantpudding,i pudding,pudding,morning,home
giv me a granola bar,give me a granola bar,granola bar,afternoon,hospital
i amconfused,i confused,confused,evening,restaurant
i want a drink,i want a drink,soda,night,community
i likesoftball,i softball,softball,night,community
there is my frock,there is my frock,frock,night,community
my mouth,my mouth,mouth,night,community
its a str,its a star,star,night,community
where is my plat,where is my plate,plate,afternoon,hospital
i need medicin,i need medicin,syrup,evening,restaurant
i want a drink,i want a drink,coca-cola,evening,restaurant
can you change to previous channel,can you change to previous channel,previous channel,morning,home
where is my raincoat,where is my raincoat,raincoat,night,community
i am thirsty,i am thirsty,juice,evening,restaurant
happy eid,happy eid,eid,night,community
tis pink,this pink,pink,afternoon,hospital
shall we g in ship,shall we g in ship,ship,afternoon,hospital
take me to gymnastics,take me to gymnastics,gymnastics,night,community
give me sm biscuit,give me sm biscuit,biscuits,night,community
put bndg,put bndg,bandage,morning,home
 need cold drinks,need cold drinks,cold drinks,afternoon,hospital
i wnat my jacket,i what my jacket,jacket,evening,restaurant
i wan to sleep,i wan to sleep,rest,evening,restaurant
get mynecklace,get necklace,necklace,morning,home
i am happy,i am happy,happy,evening,restaurant
i need medicin,i need medicin,syrup,evening,restaurant
i wan food,i wan food,lunch,midday,school
i feel pain,i feel pain,sit,evening,restaurant
thi is brown,this is brown,brown,evening,restaurant
i am hungry,i am hungry,lunch,midday,school
i need some chikoo,i need some chikoo,chikoo,midday,school
happ birthday,happy birthday,grandpa's birthday,morning,home
i wan food,i wan food,lunch,midday,school
pls,pls,please,afternoon,hospital
pleaseshare,please share,please share,evening,restaurant
can you sl it,can you sl it,seal,evening,restaurant
switch on the lght,switch on the light,light,night,community
i want to eat,i want to eat,dinner,night,community
its in my cupboard,its in my cupboard,cupboard,morning,home
no picking nose pleas,no picking nose please,no picking nose please,midday,school
thr is a mouse,there is a mouse,mouse,midday,school
i want some snacks,i want some snacks,snacks,midday,school
no kicking pleas,no kicking please,no kicking please,morning,home
lets go in escalator,lets go in escalator,escalator,afternoon,hospital
 want pork,want pork,pork,midday,school
by,bye,bye,evening,restaurant
ths is my sister,this is my sister,sister,night,community
i want to see my  school,i want to see my school,school,midday,school
i want to request you,i want to request you,requests,midday,school
i want my scarf,i want my scarf,scarf,night,community
i wan roast lamb,i want roast lamb,roast lamb,night,community
go to the meetshop,go to the meat shop,meat shop,afternoon,hospital
i want pi,i want pit,pie,evening,restaurant
where is th scale,where is the scale,scale,afternoon,hospital
take me tocanteen,take me canteen,canteen,evening,restaurant
i am amazed,i am amazed,amazed,night,community
i like cake,i like cake,cake,night,community
thisis my caregiver,this my caregiver,caregiver,evening,restaurant
iam done eating,am done eating,eating,afternoon,hospital
i am done eating,i am done eating,eating,evening,restaurant
its a sparrow,its a sparrow,sparrow,morning,home
i am thirsty,i am thirsty,water bottle,midday,school
i want to sleap,i want to sleap,sleep,night,community
happydussehra,dussehra,dussehra,night,community
i wan ginger ale,i want ginger ale,ginger ale,midday,school
give me enregy drink,give me energy drink,energy drink,midday,school
mynose,nose,nose,midday,school
can w go to ice hockey,can w go to ice hockey,ice hockey,afternoon,hospital
i want to eat,i want to eat,dinner,night,community
i am getting ready,i am getting ready,getting ready,morning,home
i am thirsty,i am thirsty,water,afternoon,hospital
there is thedove,there is thedove,dove,afternoon,hospital
i want to eat,i want to eat,dinner,night,community
gv me pen,gve me pen,pen,morning,home
i am thirsty,i am thirsty,water bottle,midday,school
nice to mee you,nice to meet you,nice to meet you,midday,school
i want to eat,i want to eat,lunch,midday,school
give mesome dips,give some dips,dips,midday,school
shall we lpay cards,shall we play cards,playing cards,morning,home
takea blank paper,take blank paper,blank paper,morning,home
no kicking pleas,no kicking please,no kicking please,midday,school
its a cbue,its a cube,cube,evening,restaurant
can you help put on clothe,can you help put on clothes,help put on clothes,afternoon,hospital
i wan cold coffee,i want cold coffee,cold coffee,midday,school
gv me salad,gve me salad,fruit salad,midday,school
take me to staffroom,take me to staffroom,staffroom,evening,restaurant
its a rainy dy,its a rainy day,rainy,night,community
i want a drnk,i want a drnk,water,afternoon,hospital
i want to eat with small bts,i want to eat with small bites,eat with small bites,night,community
i want to eat,i want to eat,tiffin,evening,restaurant
i want to eat,i want to eat,snack,afternoon,hospital
i like sports,i like sports,sports,midday,school
hppy birthday mom,happy birthday mom,mom's birthday,night,community
i wan food,i wan food,tiffin,evening,restaurant
giveme some dips,give some dips,dips,evening,restaurant
i am hungry,i am hungry,tiffin,evening,restaurant
i wan a drink,i wan a drink,soda,night,community
i want cuppa ndls,i want cuppa ndls,cuppa noodles,morning,home
i want to sleep,i want to sleep,sleep,night,community
i lovekhichidi,i khichidi,khichdi,afternoon,hospital
bey,be,bye,evening,restaurant
ist in red light please stop,it in red light please stop,red light- wait,evening,restaurant
makesome music,awesome music,make music,afternoon,hospital
take me to museum,take me to museum,museum,midday,school
this ismy brother,this ismy brother,brother,midday,school
i want to sleep,i want to sleep,nap,midday,school
i want pav bhaji,i want pav bhaji,pav bhaji,morning,home
giev me some jam,give me some jam,jam,night,community
i want food,i want food,tiffin,evening,restaurant
giv me museli,give me museli,muesli,afternoon,hospital
give me a granola bar,give me a granola bar,granola bar,morning,home
taek my bag,take my bag,bag,night,community
can you make a sandwich for me,can you make a sandwich for me,sandwich,afternoon,hospital
itsgray,itsgray,gray,night,community
i feel pain,i feel pain,rest,morning,home
i want t watch football,i want t watch football,football,midday,school
can you sl it,can you sl it,seal,midday,school
where is my plate,where is my plate,plate,night,community
its th elephant,its the elephant,elephant,midday,school
there is a duck,there is a duck,duck,night,community
i am disappointed,i am disappointed,disappointed,midday,school
i feel cold,i feel cold,coat,night,community
happy birthday,happy birthday,friend's birthday,night,community
i want to sleep,i want to sleep,sleep,night,community
i want a drink,i want a drink,coca-cola,evening,restaurant
hi grandpa,hi grandpa,grandfather,night,community
i want food,i want food,snack,afternoon,hospital
thi is my chappals,this is my chappals,chappals,morning,home
i wantmedu wada,i wantmedu wada,medu wada,morning,home
can yo play with me,can you play with me,play with me,midday,school
my stomahc aches,my stomach aches,stomach,midday,school
go to the meet shop,go to the meet shop,meat shop,morning,home
i need medicine,i need medicine,syrup,night,community
i want to sleep,i want to sleep,nap,afternoon,hospital
three is the pig,these is the pig,pig,afternoon,hospital
there ispanda,there panda,panda,evening,restaurant
i want a drink,i want a drink,water,afternoon,hospital
give me flavoured milk,give me flavoured milk,flavoured milk,morning,home
hi grndp,hi grandpa,grandfather,night,community
where is my raincoat,where is my raincoat,raincoat,evening,restaurant
i awnt some snacks,i ant some snacks,snacks,midday,school
lets go t the mall,lets go t the mall,mall,midday,school
i wan cold coffee,i want cold coffee,cold coffee,morning,home
i love dragonfruit,i love dragonfruit,dragonfruit,evening,restaurant
i want a drink,i want a drink,water,morning,home
give me somefood,give me somefood,food,morning,home
i want a drnk,i want a drnk,soda,night,community
i feel pain,i feel pain,nurse,midday,school
i want roast chicken,i want roast chicken,roast chicken,afternoon,hospital
how are oyu,how are oyu,how are you,midday,school
i want a drink,i want a drink,water,afternoon,hospital
no spittign please,no spitting please,no spitting please,morning,home
tis cloudy,this cloudy,cloudy,evening,restaurant
iwant mashed potatoes,want mashed potatoes,mashed potatoes,evening,restaurant
where i my pants,where i my pants,pants,afternoon,hospital
i want fud,i want fud,dinner,night,community
i need medicine,i need medicine,tablet,midday,school
i feel cold,i feel cold,coat,night,community
i like chicken wings,i like chicken wings,chicken wings,midday,school
give memaaza,give maaza,maaza,morning,home
my ys,my ys,eyes,night,community
its the school bus,its the school bus,school bus,evening,restaurant
i want orange juice,i want orange juice,orange juice,afternoon,hospital
i want food,i want food,breakfast,morning,home
microwave it,microwave it,microwave,afternoon,hospital
i amsorry,i sorry,i am sorry,afternoon,hospital
i need medicine,i need medicine,tablet,midday,school
i want otameal,i want oatmeal,oatmeal,midday,school
i want to eat,i want to eat,tiffin,evening,restaurant
give e milskhake,give e milkshake,milkshake,afternoon,hospital
i wantto change my pants,i want change my pants,change pants,midday,school
there is the hippopotamu,there is the hippopotamus,hippopotamus,afternoon,hospital
give  milkshake,give milkshake,milkshake,midday,school
give me som berries,give me some berries,berries,midday,school
addsome maple syrup,addsome maple syrup,maple syrup,morning,home
ther is a lion,there is a lion,lion,afternoon,hospital
i need medicine,i need medicine,capsule,afternoon,hospital
happy birthday,happy birthday,father's birthday,night,community
catch-cathc,catch-catch,catch-catch,evening,restaurant
stranger,stranger,stranger,midday,school
where is my pants,where is my pants,pants,night,community
its a diamond,its a diamond,diamond,night,community
i liek cake,i line cake,cake,evening,restaurant
i want food,i want food,dinner,night,community
i want manog milkshake,i want mango milkshake,mango milkshake,afternoon,hospital
there s my frock,there s my frock,frock,afternoon,hospital
i want fis,i want fish,fish,midday,school
i want dal khichidi,i want dal khichidi,dal khichdi,afternoon,hospital
take that bowl,take that bowl,bowl,morning,home
my r,my r,ears,midday,school
happy bitrhday,happy birthday,birthdays,evening,restaurant
i want to sleap,i want to sleap,sleep,night,community
i wan a drink,i wan a drink,water,morning,home
i want sm pear,i want sm pear,pear,afternoon,hospital
i am confused,i am confused,confused,midday,school
take me to bedroo,take me to bedroom,bedroom,evening,restaurant
i need medicine,i need medicine,syrup,night,community
i want a drnk,i want a drnk,juice,midday,school
i want to sleep,i want to sleep,nap,midday,school
can you hepl me do this,can you hepl me do this,help me do this,morning,home
i am hungry,i am hungry,tiffin,evening,restaurant
i am hungry,i am hungry,lunch,midday,school
can you hepl medo this,can you hepl medu this,help me do this,midday,school
i hv my mourning routine,i hv my mourning routine,morning routine,afternoon,hospital
it is my school notebook,it is my school notebook,school notebook,afternoon,hospital
i love rcqt sports,i love rcqt sports,racquet sports,afternoon,hospital
give me a spoon,give me a spoon,spoon,evening,restaurant
 want to dance,want to dance,dance,evening,restaurant
ts so hot,its so hot,hot,evening,restaurant
itsin kitchen,its kitchen,kitchen,evening,restaurant
its a diamond,its a diamond,diamond,afternoon,hospital
its the peac,its the peach,peach,evening,restaurant
lets go to the mall,lets go to the mall,mall,evening,restaurant
i love glb jamun,i love gulab jamun,gulab jamun,evening,restaurant
salad is nic,salad is nice,salad,midday,school
giveme papaya,give papaya,papaya,midday,school
i want t play ipad games,i want t play ipad games,ipad games,morning,home
please tell me agai,please tell me again,please tell me again,midday,school
i need hel,i need hepl,i need help,night,community
i am hungry,i am hungry,lunch,midday,school
no inappropriate touch pleas,no inappropriate touch please,no inappropriate touch please,night,community
i want to change my pants,i want to change my pants,change pants,afternoon,hospital
can you keep distance while talking,can you keep distance while talking,keep distance while talking,evening,restaurant
i needa break,i need break,i need a break,morning,home
its green,its green,green,morning,home
 want some grapes,want some grapes,grapes,afternoon,hospital
good ftrnn,good ftrnn,good afternoon,afternoon,hospital
blow my ns,blow my ns,blow nose,afternoon,hospital
i am thirsty,i am thirsty,water,morning,home
i feel cold,i feel cold,jacket,midday,school
there is the horse,there is the horse,horse,afternoon,hospital
there is the skipin rope,there is the skiping rope,skipping rope,midday,school
there s the lamp,there s the lamp,lamp,evening,restaurant
give me brd,give me bread,bread,afternoon,hospital
i am thirsty,i am thirsty,water,morning,home
i feel tired,i feel tired,i feel tired,evening,restaurant
mltt pls,mltt pls,omelette,midday,school
add some salt,add some salt,salt,evening,restaurant
i want to eat,i want to eat,dinner,night,community
i want mango milkshake,i want mango milkshake,mango milkshake,afternoon,hospital
take me torelatives house,take me relatives house,relative's house,midday,school
do som salad dressing,do some salad dressing,salad dressing,midday,school
i want pudding,i want pudding,pudding,night,community
give some piclke,give some pickle,pickle,night,community
ther is some money,there is some money,money,evening,restaurant
i need medicine,i need medicine,capsule,afternoon,hospital
welocme,welcome,greetings,evening,restaurant
i like cheees,i like cheese,cheese,evening,restaurant
i have a bde time routine,i have a be time routine,bed time routine,morning,home
i want fud,i want fud,snack,afternoon,hospital
takea blank paper,take blank paper,blank paper,night,community
i want a drnk,i want a drnk,soda,night,community
dosome salad dressing,some salad dressing,salad dressing,morning,home
i want a drink,i want a drink,water,morning,home
i was pushed,i was pushed,i was pushed,evening,restaurant
i want food,i want food,breakfast,morning,home
i need saniatry napkins,i need sanitary napkins,sanitary napkins,night,community
i need medicine,i need medicine,capsule,afternoon,hospital
i like softball,i like softball,softball,morning,home
i want to eat,i want to eat,dinner,night,community
can we g ice skating,can we g ice skating,iceskating,night,community
i like kabaddi,i like kabaddi,kabaddi,night,community
i want food,i want food,tiffin,evening,restaurant
i ws made fun of,i was made fun of,i was made fun of,night,community
gv me salad,gve me salad,fruit salad,afternoon,hospital
give m fish and chips,give m fish and chips,fish and chips,midday,school
where is the scissors,where is the scissors,scissors,afternoon,hospital
can you hepl me do this,can you hepl me do this,help me do this,morning,home
i want to ply seesasw,i want to play seesasw,see-saw,night,community
i lk chicken wings,i lk chicken wings,chicken wings,afternoon,hospital
i am hungry,i am hungry,lunch,midday,school
i love sausage,i love sausage,sausage,morning,home
i want to sleep,i want to sleep,nap,midday,school
i feel cold,i feel cold,blanket,morning,home
i want to wash my face,i want to wash my face,face wash,afternoon,hospital
btfl colors,btfl colors,colors,night,community
takeme to hospital,take to hospital,hospital,night,community
 like bracelet,like bracelet,bracelet,afternoon,hospital
can you bring my medicin,can you bring my medicine,medicine,evening,restaurant
i want breakfast,i want breakfast,breakfast,morning,home
give me peanu butter,give me peanut butter,peanut butter,morning,home
i want a raost pork,i want a roast pork,roast pork,morning,home
my head,my head,head,night,community
i se birds,i use birds,birds,afternoon,hospital
i like cheese,i like cheese,cheese,morning,home
give some ktchp,give some ketchup,ketchup,midday,school
i wnat some rice,i what some rice,rice,midday,school
take the bat and ball,take the bat and ball,bat and ball,night,community
i need medicin,i need medicin,tablet,midday,school
i wan food,i wan food,snack,afternoon,hospital
i want some beans on toast,i want some beans on toast,beans on toast,midday,school
go to medical shop,go to medical shop,medical shop-chemist's shop-pharmacy,afternoon,hospital
there is the giraffe,there is the giraffe,giraffe,afternoon,hospital
take my ocat,take my cat,coat,evening,restaurant
happy eid,happy eid,eid,evening,restaurant
i feel cold,i feel cold,coat,night,community
i want a drnk,i want a drnk,coca-cola,evening,restaurant
its a star,its a star,star,midday,school
shall w play board game,shall w play board game,board game,afternoon,hospital
i wan to go to church,i want to go to church,church,night,community
i need medicine,i need medicine,tablet,midday,school
give me a crayon,give me a crayon,crayon,evening,restaurant
microwave it,microwave it,microwave,morning,home
i want a drink,i want a drink,juice,midday,school
can you make a sandwich for me,can you make a sandwich for me,sandwich,midday,school
there isthe skunk,there the skunk,skunk,evening,restaurant
happydussehra,dussehra,dussehra,morning,home
i want brnvt,i want brnvt,bournvita,morning,home
i want to sleep,i want to sleep,rest,evening,restaurant
i wan stapler,i want stapler,stapler,morning,home
happy birthday,happy birthday,friend's birthday,morning,home
i need some avacado,i need some avacado,avacado,afternoon,hospital
i want to eat,i want to eat,snack,afternoon,hospital
hi grndp,hi grandpa,grandfather,afternoon,hospital
this is my caregiver,this is my caregiver,caregiver,afternoon,hospital
hppy dussehra,happy dussehra,dussehra,evening,restaurant
i want to change myt-shirt,i want to change t-shirt,change t-shirt,midday,school
i want a drnk,i want a drnk,coca-cola,evening,restaurant
this ismy house,this ismy house,my house,night,community
i feel pain,i feel pain,nurse,midday,school
i want toplay with friend,i want play with friend,play with friend,afternoon,hospital
i feel pain,i feel pain,rest,morning,home
giv me some milk,give me some milk,milk,afternoon,hospital
hi-fiv,hi-five,hi-five,midday,school
i need medicine,i need medicine,tablet,morning,home
give me muesli,give me muesli,muesli,morning,home
i like lych,i like lychee,lychee,evening,restaurant
i lk sports,i lk sports,sports,evening,restaurant
i want food,i want food,breakfast,morning,home
its a rainy dy,its a rainy day,rainy,afternoon,hospital
there is the lock and key,there is the lock and key,lock and key,midday,school
pls,pls,please,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
give me a granolabar,give me a granola bar,granola bar,morning,home
gve me sm idli,gve me sm idli,idli,morning,home
i am thirsty,i am thirsty,juice,evening,restaurant
shall we go in ship,shall we go in ship,ship,afternoon,hospital
mk some porridge,mk some porridge,porridge,morning,home
i is 100 rupees,i is 100 rupees,inr 100,morning,home
please tell me agai,please tell me again,please tell me again,evening,restaurant
put bandag,put bandage,bandage,midday,school
lets go to the mall,lets go to the mall,mall,night,community
i like bracelet,i like bracelet,bracelet,afternoon,hospital
three is the pig,these is the pig,pig,evening,restaurant
i want my scarf,i want my scarf,scarf,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
these aremy favourites,these are favourites,favourites,morning,home
i feel pain,i feel pain,nurse,midday,school
i love racquet sports,i love racquet sports,racquet sports,afternoon,hospital
i want opha,i want poha,poha,morning,home
this is brow,this is brown,brown,evening,restaurant
sit in chair,sit in chair,chair,midday,school
iwant cold coffee,want cold coffee,cold coffee,midday,school
i want to sleap,i want to sleap,nap,afternoon,hospital
i wan to sleep,i wan to sleep,sleep,night,community
put bandag,put bandage,bandage,evening,restaurant
i want fud,i want fud,lunch,midday,school
i am hungry,i am hungry,dinner,night,community
itis 100 rupees,its 100 rupees,inr 100,evening,restaurant
i want a drnk,i want a drnk,soda,night,community
give me some biscuit,give me some biscuit,biscuits,afternoon,hospital
add some peppe,add some pepper,pepper,evening,restaurant
i ws made fun of,i was made fun of,i was made fun of,evening,restaurant
i want cold coffee,i want cold coffee,cold coffee,morning,home
i want to sleep,i want to sleep,nap,afternoon,hospital
i want a drink,i want a drink,coca-cola,evening,restaurant
i want to sleep,i want to sleep,nap,midday,school
i wan food,i wan food,lunch,midday,school
i need medicine,i need medicine,tablet,morning,home
i feel cold,i feel cold,shawl,afternoon,hospital
its in rctngl in shape,its in rectangle in shape,rectangle,midday,school
i want ppl,i want apple,apple,midday,school
i am hungry,i am hungry,tiffin,evening,restaurant
taek my coat,take my coat,coat,night,community
noodlespls,noodles,noodles,night,community
draw a slanting line,draw a slanting line,slanting line,afternoon,hospital
i want a drink,i want a drink,water,morning,home
i want fud,i want fud,tiffin,evening,restaurant
i am hungry,i am hungry,dinner,night,community
no btng please,no biting please,no biting please,midday,school
i want to sleep,i want to sleep,nap,morning,home
i need medicine,i need medicine,tablet,midday,school
i want to eat,i want to eat,snack,afternoon,hospital
its tln,its tln,italian,afternoon,hospital
make me banana milkshake,make me banana milkshake,banana milkshake,morning,home
take me to museum,take me to museum,museum,afternoon,hospital
take the bat and ball,take the bat and ball,bat and ball,morning,home
i feel cold,i feel cold,shawl,afternoon,hospital
tis my habit,this my habit,habits,morning,home
i want to sleep,i want to sleep,nap,midday,school
i want to sleep,i want to sleep,rest,evening,restaurant
i want to buy some stationary,i want to buy some stationary,stationery,evening,restaurant
i am hungry,i am hungry,lunch,midday,school
its bat,its bat,bat,night,community
put my body vest,put my body vest,body vests,afternoon,hospital
i want to sleep,i want to sleep,nap,midday,school
i wantto play ipad games,i want play ipad games,ipad games,night,community
i want to sleep,i want to sleep,nap,midday,school
i want t play with friend,i want t play with friend,play with friend,afternoon,hospital
i like popcorrn,i like popcorrn,popcorn,afternoon,hospital
shall w play board game,shall w play board game,board game,evening,restaurant
where is my raincoa,where is my raincoat,raincoat,midday,school
can w go ice skating,can w go ice skating,iceskating,night,community
goodevening,good evening,good evening,afternoon,hospital
i want fud,i want fud,tiffin,evening,restaurant
where is the blal pit,where is the ball pit,ball pit,morning,home
it is 200 rupees,it is 200 rupees,inr 200,midday,school
i want food,i want food,breakfast,morning,home
i am getting ready,i am getting ready,getting ready,night,community
it is 50 rupees,it is 50 rupees,inr 50,afternoon,hospital
open the doo,open the door,door,morning,home
buy me a mountai dew,buy me a mountain dew,mountain dew,night,community
"""please give me a dosa.""","""please give me a dosa.""",dosa,evening,restaurant
can we play hide and seek,can we play hide and seek,hide and seek,evening,restaurant
i want to sleap,i want to sleap,rest,evening,restaurant
i am hungry,i am hungry,snack,afternoon,hospital
i want to sleep,i want to sleep,nap,morning,home
please comehere,please comehere,please come here,afternoon,hospital
give mypillows,give pillows,pillows,afternoon,hospital
mymouth,mouth,mouth,morning,home
i feel cold,i feel cold,coat,night,community
i want miranda,i want miranda,mirinda,morning,home
ist in red light please stop,it in red light please stop,red light- wait,midday,school
excuse me pls,excuse me pls,excuse me,evening,restaurant
shall we go to a restaurant,shall we go to a restaurant,restaurant,afternoon,hospital
i want ice cream,i want ice cream,icecream,afternoon,hospital
its in kithcen,its in kitchen,kitchen,afternoon,hospital
i wan food,i wan food,tiffin,evening,restaurant
take me to ply room,take me to play room,play room,afternoon,hospital
gvie me fork,gve me fork,fork,evening,restaurant
give me some biscuit,give me some biscuit,biscuits,morning,home
its th elephant,its the elephant,elephant,night,community
i want jalebi,i want jalebi,jalebi,night,community
it is 10 rupees,it is 10 rupees,inr 10,afternoon,hospital
its tln,its tln,italian,midday,school
stranger,stranger,stranger,night,community
my heart,my heart,heart,morning,home
give m fork,give m fork,fork,morning,home
i want fud,i want fud,lunch,midday,school
i am done eating,i am done eating,eating,morning,home
lets go t the mall,lets go t the mall,mall,evening,restaurant
there is a parrot,there is a parrot,parrot,afternoon,hospital
i wnt to wear watch,i want to wear watch,watch,evening,restaurant
